Unnamed: 0,Country Name,Country Code,Year,Population_Total,Population_Density,Population_65_Plus_Pct,Air_Transport_Passengers,Urban_Population_Pct,Healthcare_Access_Index,HDI,No_Improved_Water_Pct
2977,Cayman Islands,CYM,2010,54099.0,225.4125,5.37722857380519,,100.0,,,4.049385
2982,Cayman Islands,CYM,2015,61642.0,256.841666666667,6.15646672344567,,100.0,,,4.238037
2984,Cayman Islands,CYM,2017,64535.0,268.895833333333,6.61806292660629,,100.0,,,4.3134995
2986,Cayman Islands,CYM,2019,67327.0,280.529166666667,7.16354508592392,,100.0,,,4.388954
2988,Cayman Islands,CYM,2021,70108.0,292.116666666667,7.76379132047213,,100.0,,,4.4644165
3185,Chad,TCD,2000,8512093.0,6.75992137865311,2.82652574402089,77273.0,21.637,15.0,0.303,50.808464
3190,Chad,TCD,2005,10328092.0,8.20210609911055,2.51816611036027,,21.801,16.0,0.339,47.299046
3195,Chad,TCD,2010,12312575.0,9.77809323379924,2.23336304550429,48519.199657971,21.985,22.0,0.375,43.78324
3200,Chad,TCD,2015,14647621.0,11.6324817344346,2.05939244331895,,22.515,27.0,0.396,40.145588
3202,Chad,TCD,2017,15622759.0,12.4068924714104,2.04749365973065,,22.858,28.0,0.397,38.644875
3204,Chad,TCD,2019,16685223.0,13.2506535895807,2.04845628973613,,23.279,27.0,0.406,37.11727
3206,Chad,TCD,2021,17828273.0,14.1584124841169,2.04727900320802,,23.781,29.0,0.408,35.561943
3290,Channel Islands,CHI,2000,148110.0,748.030303030303,14.4478053325591,,,,,
3300,Channel Islands,CHI,2005,153126.0,773.363636363636,15.0206365999242,,,,,
3310,Channel Islands,CHI,2010,158621.0,801.116161616162,15.5298827386206,,,,,
3320,Channel Islands,CHI,2015,163454.0,825.525252525253,17.3173574297434,,,,,
3324,Channel Islands,CHI,2017,164319.0,829.893939393939,18.0015153405408,,,,,
3328,Channel Islands,CHI,2019,165639.0,836.560606060606,18.585184737986,,,,,
3332,Channel Islands,CHI,2021,166741.0,842.126262626263,19.1062785997445,,,,,
3380,Chile,CHL,2000,15503635.0,20.8513352485165,8.17687271404416,5174876.0,86.073,65.0,0.771,4.2508774
3385,Chile,CHL,2005,16348778.0,21.9879951367258,9.08977750782895,5939020.0,86.783,74.0,0.804,2.8898773
3390,Chile,CHL,2010,17181464.0,23.107901206673,9.99766376136516,9269026.0,87.074,77.0,0.823,1.67099
3395,Chile,CHL,2015,18047625.0,24.333348398175,11.2496571917453,15006762.0,87.36,79.0,0.855,0.4935074
3397,Chile,CHL,2017,18558868.0,25.002288872834,11.8130834222508,17664974.0,87.49,82.0,0.862,0.034553528
3399,Chile,CHL,2019,19197744.0,25.84400416762,12.3260602912509,21197759.0,87.643,82.0,0.867,0.0
3401,Chile,CHL,2021,19456334.0,26.192118041714,12.9564336220791,10302876.0,87.817,82.0,0.865,0.0
3445,China,CHN,2000,1262645000.0,134.492481002789,7.01747574076251,61891807.0,35.877,47.0,0.598,20.71946
3450,China,CHN,2005,1303720000.0,138.867766063821,7.88962840533466,136721623.0,42.522,57.0,0.654,15.599281
3455,China,CHN,2010,1337705000.0,142.487743405,8.66147143784386,266293020.0,49.226,66.0,0.71,10.479263
3460,China,CHN,2015,1379860000.0,146.977949259981,10.053420914992,436183969.0,55.5,76.0,0.75,6.30175
3462,China,CHN,2017,1396215000.0,148.720043543977,10.9809606634325,551234509.0,57.96,79.0,0.765,4.8695374
3464,China,CHN,2019,1407745000.0,149.948179684945,12.0613659717192,659629070.0,60.308,81.0,0.781,3.574997
3466,China,CHN,2021,1412360000.0,150.439753691066,13.2057410345267,440301216.0,62.512,81.0,0.794,2.4100723
3512,Colombia,COL,2000,39089934.0,35.2320270392068,4.55122154977289,8568734.0,73.957,52.0,0.679,7.8933563
3517,Colombia,COL,2005,42128977.0,37.9711374493015,4.98930462992254,9984424.0,76.024,63.0,0.711,6.3861313
3522,Colombia,COL,2010,44777319.0,40.3581063542136,5.84187164041688,16932435.0,77.964,68.0,0.741,5.007866
3527,Colombia,COL,2015,46969940.0,42.3343307796305,7.10912759193297,30909723.0,79.764,78.0,0.767,3.7509613
3529,Colombia,COL,2017,48131078.0,43.3808724650744,7.65248494953718,32504898.0,80.446,80.0,0.774,3.2796097
3531,Colombia,COL,2019,49907985.0,44.9824109959441,8.19032265077422,37031843.0,81.104,80.0,0.777,2.909111
3533,Colombia,COL,2021,51188173.0,46.1362532672375,8.71354982025291,26167360.0,81.74,80.0,0.762,2.4023666
3577,Comoros,COM,2000,536080.0,288.060182697474,4.18342801767275,,28.08,26.0,0.461,7.388893
3582,Comoros,COM,2005,592677.0,318.472326706072,4.06967032633289,,27.875,32.0,0.499,7.937866
3587,Comoros,COM,2010,654836.0,351.873186458893,4.20540410117953,,27.973,39.0,0.534,8.485542
3592,Comoros,COM,2015,726682.0,390.479312197743,4.28516187273113,,28.47,44.0,0.565,8.990738
3594,Comoros,COM,2017,756669.0,406.592692101021,4.41209801637307,,28.784,46.0,0.577,8.962845
3596,Comoros,COM,2019,786578.0,422.664159054272,4.45791771445426,,29.164,46.0,0.589,8.929085
3598,Comoros,COM,2021,818174.0,439.642127888232,4.45565096443363,,29.613,48.0,0.594,
3796,Costa Rica,CRI,2000,3937739.0,77.119839404622,5.56966827918255,877833.0,59.052,66.0,0.72,5.252327
3801,Costa Rica,CRI,2005,4261240.0,83.4555424990208,6.36375796716449,953217.0,65.672,70.0,0.748,3.235489
3806,Costa Rica,CRI,2010,4555962.0,89.2276145710928,7.37013390366294,1697893.8890269,71.736,75.0,0.776,1.6625595
3811,Costa Rica,CRI,2015,4818038.0,94.360321190756,8.75896902857875,1525922.0,76.862,77.0,0.803,0.4877243
3813,Costa Rica,CRI,2017,4913177.0,96.2235996866432,9.40002772137051,1822880.0,78.56,81.0,0.809,0.10985565
3815,Costa Rica,CRI,2019,4999553.0,97.9152565609087,10.105472418687,2033146.0,80.076,82.0,0.821,0.0
3817,Costa Rica,CRI,2021,5059988.0,99.0988640814728,10.8653726911381,669298.0,81.425,81.0,0.817,0.0
3861,Cote d'Ivoire,CIV,2000,17699004.0,55.6572452830189,2.42956891811539,107979.0,43.155,22.0,0.419,20.944473
3866,Cote d'Ivoire,CIV,2005,20068458.0,63.108358490566,2.28438832431441,,45.234,25.0,0.435,20.402077
3871,Cote d'Ivoire,CIV,2010,22488065.0,70.7171855345912,2.30599881105819,516085.0,47.33,33.0,0.465,19.910736
3876,Cote d'Ivoire,CIV,2015,25246342.0,79.3910125786164,2.5199471963117,642893.0,49.444,43.0,0.519,19.47091
3878,Cote d'Ivoire,CIV,2017,26733372.0,84.0672075471698,2.48395717689405,808471.0,50.326,44.0,0.539,19.303001
3880,Cote d'Ivoire,CIV,2019,28193009.0,88.6572610062893,2.48842186373225,748540.0,51.239,41.0,0.552,19.1381
3882,Cote d'Ivoire,CIV,2021,29639736.0,93.2067169811321,2.50752060498244,569309.0,52.18,43.0,0.557,18.977287
3926,Croatia,HRV,2000,4468302.0,79.9166905136643,15.916732940686,1072000.0,53.428,71.0,0.769,1.3505936
3931,Croatia,HRV,2005,4310145.0,77.0163855335573,17.4721125391927,2099000.0,54.315,74.0,0.814,1.3248672
3936,Croatia,HRV,2010,4295427.0,76.7533950396684,17.8775514569316,1577226.0,55.155,77.0,0.831,
3941,Croatia,HRV,2015,4151725.0,74.1856371953399,19.2311236257324,1782666.0,56.155,78.0,0.852,
3943,Croatia,HRV,2017,4041407.0,72.2144056893717,20.1354432241616,2057804.0,56.667,79.0,0.862,
3945,Croatia,HRV,2019,3949390.0,70.5701879779859,21.1822163945349,2108591.0,57.242,80.0,0.872,
3947,Croatia,HRV,2021,3878981.0,69.3170300214439,22.1006673274542,767762.0,57.878,80.0,0.876,
3991,Cuba,CUB,2000,11109109.0,103.436769087523,9.8186726684684,1007193.0,75.323,56.0,0.697,5.267044
3996,Cuba,CUB,2005,11262554.0,105.811292747088,11.1548632752393,812781.0,76.134,71.0,0.747,4.5342407
4001,Cuba,CUB,2010,11297409.0,106.138754227734,12.6387607990469,1578011.78867135,76.597,78.0,0.783,3.8792572
4006,Cuba,CUB,2015,11275065.0,108.309942363112,14.2021227461714,1294458.0,76.896,84.0,0.769,3.2608948
4008,Cuba,CUB,2017,11247829.0,108.360587668593,14.7546073113309,942785.0,76.977,84.0,0.767,3.0201797
4010,Cuba,CUB,2019,11202846.0,107.927225433526,15.3697053690774,457130.0,77.109,83.0,0.769,2.779892
4012,Cuba,CUB,2021,11122168.0,107.149980732177,15.7445780469879,22359.0,77.292,83.0,0.745,2.5418472
4121,Cyprus,CYP,2000,947667.0,102.561363636364,9.94469045808837,1396076.0,68.648,51.0,0.808,0.11061096
4126,Cyprus,CYP,2005,1036151.0,112.137554112554,10.3365193217401,1920516.0,68.268,67.0,0.844,0.13405609
4131,Cyprus,CYP,2010,1127816.0,122.058008658009,11.3182862637672,1583627.0,67.551,70.0,0.869,0.17285156
4136,Cyprus,CYP,2015,1219502.0,131.980735930736,12.499902624146,23405.0,66.946,78.0,0.882,0.21147919
4138,Cyprus,CYP,2017,1254275.0,135.744047619048,12.9503446411893,711554.0,66.836,81.0,0.897,0.22701263
4140,Cyprus,CYP,2019,1286671.0,139.250108225108,13.3825533556934,395436.0,66.805,81.0,0.907,0.23480988
4142,Cyprus,CYP,2021,1317309.0,142.565909090909,13.8514250837978,103016.0,66.856,81.0,0.907,0.23487091
4186,Czechia,CZE,2000,10255063.0,132.717264138734,13.7609941540348,2229216.0,73.988,77.0,0.817,0.19387817
4191,Czechia,CZE,2005,10211216.0,132.166916903961,14.0575832897421,4706226.0,73.602,77.0,0.856,0.1717987
4196,Czechia,CZE,2010,10474410.0,135.626181535673,15.4590024087743,5145187.0,73.255,80.0,0.88,0.1434021
4201,Czechia,CZE,2015,10546059.0,136.589288952208,18.0968797652582,3378028.0,73.477,82.0,0.9,0.119903564
4203,Czechia,CZE,2017,10594438.0,137.21587877218,19.085882000882,5450671.0,73.675,84.0,0.904,0.11974335
4205,Czechia,CZE,2019,10671870.0,138.226810266108,19.9485877378936,5446163.2,73.921,83.0,0.903,0.119529724
4207,Czechia,CZE,2021,10505772.0,136.108349053848,20.5371541683077,1418032.0,74.214,84.0,0.901,0.119277954
4252,Democratic Republic of Congo,COD,2000,,,,,35.122,21.0,0.391,54.99192
4257,Democratic Republic of Congo,COD,2005,,,,,37.481,23.0,0.408,52.041637
4262,Democratic Republic of Congo,COD,2010,,,,,40.013,30.0,0.44,48.95296
4267,Democratic Republic of Congo,COD,2015,,,,,42.74,37.0,0.477,45.708824
4269,Democratic Republic of Congo,COD,2017,,,,,43.88,40.0,0.491,44.36952
4271,Democratic Republic of Congo,COD,2019,,,,,45.046,40.0,0.501,43.007164
4273,Democratic Republic of Congo,COD,2021,,,,,46.235,42.0,0.508,41.62319
4318,Denmark,DNK,2000,5339616.0,133.4904,14.8179045532594,5922623.0,85.1,72.0,0.896,0.0
4323,Denmark,DNK,2005,5419432.0,135.4858,15.0928272794378,,85.856,74.0,0.917,0.0
4328,Denmark,DNK,2010,5547683.0,138.692075,16.5574489274022,,86.795,77.0,0.92,0.0
4333,Denmark,DNK,2015,5683483.0,142.087075,18.7039395633233,,87.526,80.0,0.943,0.0
4335,Denmark,DNK,2017,5764980.0,144.1245,19.1822684091773,,87.757,81.0,0.951,0.0
4337,Denmark,DNK,2019,5814422.0,145.36055,19.7143802297606,,87.994,82.0,0.953,0.0
4339,Denmark,DNK,2021,5856733.0,146.418325,20.2481262517018,,88.24,82.0,0.958,0.0
4383,Djibouti,DJI,2000,747318.0,32.2397756686799,3.1642465695684,,76.532,23.0,0.337,9.737656
4388,Djibouti,DJI,2005,839167.0,36.2022001725626,3.36774444180956,,76.761,28.0,0.375,9.683487
4393,Djibouti,DJI,2010,930251.0,40.1316220880069,3.66669658689075,,76.999,37.0,0.421,9.612404
4398,Djibouti,DJI,2015,1020313.0,44.0169542709232,4.12368557491672,,77.417,41.0,0.469,9.458786
4400,Djibouti,DJI,2017,1054841.0,45.5065142364107,4.26723281861097,,77.648,45.0,0.484,9.365349
4402,Djibouti,DJI,2019,1088709.0,46.9676013805004,4.4058145932476,,77.915,45.0,0.497,9.251846
4404,Djibouti,DJI,2021,1121248.0,48.3713546160483,4.54105603755815,,78.217,44.0,0.501,9.130119
4448,Dominica,DMA,2000,68511.0,91.348,9.86994789157945,,65.265,49.0,0.721,6.168579
4453,Dominica,DMA,2005,68734.0,91.6453333333333,10.3215997788592,,66.601,60.0,0.732,5.557335
4458,Dominica,DMA,2010,68859.0,91.812,11.1097395383286,,68.094,66.0,0.747,4.9460907
4463,Dominica,DMA,2015,70410.0,93.88,9.64138616673768,,69.579,70.0,0.741,4.5793457
4465,Dominica,DMA,2017,68496.0,91.328,11.6509602680429,,70.181,70.0,0.735,4.5793457
4467,Dominica,DMA,2019,67880.0,90.5066666666667,11.9680909834194,,70.786,72.0,0.758,
4469,Dominica,DMA,2021,67202.0,89.6026666666667,12.4110889556858,,71.395,49.0,0.749,
4513,Dominican Republic,DOM,2000,8584190.0,177.689712274891,4.28668866835427,,61.753,51.0,0.658,5.077072
4518,Dominican Republic,DOM,2005,9225034.0,190.954957565721,4.72540805811664,,67.37,57.0,0.683,4.376671
4523,Dominican Republic,DOM,2010,9820175.0,203.274166839164,5.06185989557213,19167.0,73.753,70.0,0.715,3.701233
4528,Dominican Republic,DOM,2015,10434829.0,215.997288346098,5.74422925378078,14463.0,78.566,75.0,0.747,3.2356873
4530,Dominican Republic,DOM,2017,10666843.0,220.799896501759,6.13304705056594,,80.277,75.0,0.77,3.0847244
4532,Dominican Republic,DOM,2019,10894043.0,226.026774543851,6.58282666119334,113752.0,81.828,75.0,0.771,2.9547043
4534,Dominican Republic,DOM,2021,11123476.0,230.786990834893,7.02934527971945,69447.0,83.213,77.0,0.762,2.844513
5051,Ecuador,ECU,2000,12689206.0,51.0919874375906,4.70853356421724,1318518.0,60.299,51.0,0.683,16.766487
5056,Ecuador,ECU,2005,13846163.0,55.7503744564342,5.22264923584423,2011004.0,61.711,58.0,0.714,13.320274
5061,Ecuador,ECU,2010,15076695.0,60.7050048316959,5.84280241790392,4818305.0,62.69,68.0,0.737,9.992043
5066,Ecuador,ECU,2015,16266225.0,65.4945442100177,6.63997639280165,5677816.0,63.398,77.0,0.764,6.736458
5068,Ecuador,ECU,2017,16759519.0,67.4807497181511,7.00392693239207,5121235.0,63.67,78.0,0.764,5.586464
5070,Ecuador,ECU,2019,17340021.0,69.8180906748269,7.40791180679909,4827978.0,63.986,79.0,0.765,4.952675
5072,Ecuador,ECU,2021,17682454.0,71.1968674504751,7.67036612479336,1534854.0,64.361,77.0,0.753,4.3219986
5181,El Salvador,SLV,2000,5943366.0,286.841988416988,4.66835628160877,1960363.0,58.912,52.0,0.607,14.729485
5186,El Salvador,SLV,2005,6005578.0,289.844498069498,6.1311922125724,2540564.0,61.648,65.0,0.642,11.423119
5191,El Salvador,SLV,2010,6068249.0,292.86916023166,6.71912056351671,1816391.10383349,65.452,73.0,0.66,7.5991135
5196,El Salvador,SLV,2015,6183676.0,298.439961389961,7.13082257779818,2597649.0,69.7,77.0,0.667,4.188591
5198,El Salvador,SLV,2017,6213533.0,299.880936293436,7.37013810257883,2670560.0,71.275,78.0,0.665,2.977127
5200,El Salvador,SLV,2019,6222318.0,300.304922779923,7.62636268560709,2609917.0,72.746,78.0,0.67,1.9676971
5202,El Salvador,SLV,2021,6255782.0,301.919980694981,7.76244342933013,1412026.0,74.118,78.0,0.663,1.602356
5246,Equatorial Guinea,GNQ,2000,703279.0,25.0723351158645,3.32656029826001,,49.092,20.0,0.508,46.59053
5251,Equatorial Guinea,GNQ,2005,947367.0,33.7742245989305,3.59580817149004,,57.74,23.0,0.566,42.36191
5256,Equatorial Guinea,GNQ,2010,1189085.0,42.3916221033868,3.3841987746881,25969.3823646158,65.94,29.0,0.612,36.799873
5261,Equatorial Guinea,GNQ,2015,1453923.0,51.8332620320856,3.26853622922259,400758.0,70.616,41.0,0.656,32.886467
5263,Equatorial Guinea,GNQ,2017,1562396.0,55.7003921568627,3.34265555680364,496322.0,71.646,44.0,0.661,32.376183
5265,Equatorial Guinea,GNQ,2019,1670177.0,59.5428520499109,3.44128197191076,425475.0,72.627,44.0,0.667,
5267,Equatorial Guinea,GNQ,2021,1758786.0,62.7018181818182,3.52077981039768,31268.0,73.561,46.0,0.671,
5311,Eritrea,ERI,2000,2247031.0,22.2478316831683,3.16749079118179,,26.587,26.0,,31.334396
5316,Eritrea,ERI,2005,2661215.0,21.9889099906246,3.37460584255797,,31.099,32.0,0.474,31.404701
5321,Eritrea,ERI,2010,2945186.0,24.3272910774296,3.66032847155859,,35.175,40.0,0.465,31.46923
5326,Eritrea,ERI,2015,3105546.0,25.6468528978016,3.93267399677867,53074.0,38.206,45.0,0.48,30.827278
5328,Eritrea,ERI,2017,3150347.0,26.0206072238481,4.00094021388755,102729.0,39.451,46.0,0.48,
5330,Eritrea,ERI,2019,3240194.0,26.7606490641362,4.06758052141323,101357.3758656,40.712,46.0,0.495,
5332,Eritrea,ERI,2021,3350183.0,27.6467466920618,4.10061181732461,,41.985,45.0,0.496,
5376,Estonia,EST,2000,1396985.0,32.9555319650861,14.9933750752507,277595.0,69.368,60.0,0.793,2.637848
5381,Estonia,EST,2005,1354775.0,31.9597782495872,16.7234688774936,577808.0,68.735,62.0,0.847,1.821907
5386,Estonia,EST,2010,1331475.0,31.4101203113942,17.4402915321171,582320.202753145,68.094,72.0,0.868,0.9785614
5391,Estonia,EST,2015,1315407.0,30.26011042098,18.88875196261,512389.0,68.416,77.0,0.888,0.108810425
5393,Estonia,EST,2017,1317384.0,30.816,19.4674154002753,13103.0,68.717,78.0,0.894,0.06085205
5395,Estonia,EST,2019,1326898.0,31.0385497076023,19.8965346883511,857.0,69.051,79.0,0.901,0.012710571
5397,Estonia,EST,2021,1330932.0,31.1329122807018,20.4337977975588,,69.415,79.0,0.899,0.0
5441,Eswatini,SWZ,2000,1041414.0,60.5473255813953,2.38670806552825,89791.0,22.686,36.0,0.493,41.82493
5446,Eswatini,SWZ,2005,1079022.0,62.7338372093023,2.62557326244194,,22.038,44.0,0.472,36.415764
5451,Eswatini,SWZ,2010,1111650.0,64.6308139534884,2.95461701074979,,22.48,51.0,0.534,30.607742
5456,Eswatini,SWZ,2015,1142813.0,66.4426162790698,3.39635767022149,,23.3,55.0,0.607,24.73896
5458,Eswatini,SWZ,2017,1158195.0,67.3369186046512,3.57586743850018,,23.625,60.0,0.631,22.41301
5460,Eswatini,SWZ,2019,1179874.0,68.5973255813954,3.79565953652678,52744.0,23.981,58.0,0.653,20.09169
5462,Eswatini,SWZ,2021,1206593.0,70.1507558139535,3.92290361252568,13338.0,24.369,56.0,0.658,17.776482
5506,Ethiopia,ETH,2000,67411494.0,67.411494,2.61417882238302,944595.0,14.74,13.0,0.293,74.501884
5511,Ethiopia,ETH,2005,78367470.0,69.4377847665754,2.63413121136786,1667316.0,15.7,17.0,0.35,62.033398
5516,Ethiopia,ETH,2010,90538514.0,80.224030211657,2.74347612300924,3347022.0,17.319,27.0,0.415,49.452946
5521,Ethiopia,ETH,2015,103867135.0,92.0367822337439,2.93507038070835,7074779.0,19.428,34.0,0.456,37.06149
5523,Ethiopia,ETH,2017,109666481.0,97.1744352590326,2.97727297368099,9566378.0,20.31,35.0,0.47,32.231285
5525,Ethiopia,ETH,2019,115737383.0,102.552159549746,3.03819036170098,12631216.0,21.225,36.0,0.482,27.474632
5527,Ethiopia,ETH,2021,122138588.0,108.230378298522,3.0936119750557,7065954.0,22.174,35.0,0.487,22.79596
6212,Fiji,FJI,2000,840909.0,46.0267651888342,3.43776793921816,586043.0,47.908,42.0,0.668,4.337837
6217,Fiji,FJI,2005,882379.0,48.2966064586754,3.92008422684583,870571.0,49.871,50.0,0.681,4.2358627
6222,Fiji,FJI,2010,910419.0,49.8313628899836,4.5022676372088,1259009.0,52.171,52.0,0.697,4.117012
6227,Fiji,FJI,2015,918578.0,50.2779419813903,5.20837642530085,1336976.0,54.726,60.0,0.715,3.9730453
6229,Fiji,FJI,2017,918759.0,50.2878489326765,5.47733708041885,1557876.0,55.742,59.0,0.725,3.9131622
6231,Fiji,FJI,2019,914899.0,50.0765736179529,5.8208579193671,1700293.0,56.75,59.0,0.727,3.8522873
6233,Fiji,FJI,2021,916711.0,50.1757525998905,6.10366844076268,133708.0,57.74,58.0,0.705,3.7911072
6277,Finland,FIN,2000,5176209.0,16.9940214714863,14.9164594925449,6828143.0,82.183,75.0,0.898,0.0
6282,Finland,FIN,2005,5246096.0,17.2234676122,15.9351969717591,7075195.0,82.905,81.0,0.914,0.0
6287,Finland,FIN,2010,5363352.0,17.6484106614018,17.2594164785613,8685772.86832543,83.77,84.0,0.92,0.0
6292,Finland,FIN,2015,5479531.0,18.0301108880919,20.2090618722589,13035848.0,85.225,86.0,0.938,0.0
6294,Finland,FIN,2017,5508214.0,18.1238944459068,21.1457473282604,12209646.0,85.325,85.0,0.942,0.0
6296,Finland,FIN,2019,5521606.0,18.1673609054717,22.061393842071,14610547.0,85.446,85.0,0.947,0.0
6298,Finland,FIN,2021,5541017.0,18.2301659134121,22.8749565743109,2805555.0,85.596,86.0,0.949,0.0
6407,France,FRA,2000,60918661.0,113.032119862696,16.0086458283083,52581312.0,75.871,79.0,0.852,0.0
6412,France,FRA,2005,63180854.0,117.229527785509,16.4377318294942,52477178.0,77.13,81.0,0.877,0.0
6417,France,FRA,2010,65026211.0,120.653513312923,16.7822818238459,60864422.1135135,78.369,82.0,0.888,0.0
6422,France,FRA,2015,66548272.0,123.477636144355,18.8516269618174,65039503.0,79.655,84.0,0.901,0.0
6424,France,FRA,2017,66918020.0,124.163688653864,19.6708486830069,68316473.0,80.18,85.0,0.908,0.0
6426,France,FRA,2019,67382061.0,125.024698023935,20.4100888765873,71289277.0,80.709,84.0,0.914,0.0
6428,France,FRA,2021,67842811.0,125.879601076167,21.0507539717053,32000528.0,81.242,85.0,0.915,0.0
6560,Gabon,GAB,2000,1275572.0,4.950409438429,4.92288756617127,446688.0,78.879,28.0,0.652,15.816269
6565,Gabon,GAB,2005,1463495.0,5.67972600613187,4.57582704416482,465343.0,82.452,37.0,0.671,12.568375
6570,Gabon,GAB,2010,1719879.0,6.67473512632437,4.23326292140319,243635.528989967,85.533,45.0,0.684,9.845444
6575,Gabon,GAB,2015,2040989.0,7.92094151434005,4.01687514805931,137331.0,88.118,50.0,0.72,7.581993
6577,Gabon,GAB,2017,2156900.0,8.37078433655451,3.99443645973388,,88.976,51.0,0.726,6.8029404
6579,Gabon,GAB,2019,2267706.0,8.80081499592502,3.99260397789748,,89.741,49.0,0.73,6.085388
6581,Gabon,GAB,2021,2376722.0,9.22389878526798,3.99541890048563,,90.423,49.0,0.72,5.4211807
6625,Gambia,GMB,2000,,,,,47.868,29.0,0.403,17.126915
6630,Gambia,GMB,2005,,,,,52.02,36.0,0.436,14.820061
6700,Gambia,GMB,2010,1926630.0,190.378458498024,2.65655643703161,0.0,,,,
6705,Gambia,GMB,2015,2224529.0,219.815118577075,2.6148231827951,3036.0,,,,
6707,Gambia,GMB,2017,2342189.0,231.441600790514,2.63862139221045,53735.0,,,,
6709,Gambia,GMB,2019,2456844.0,242.771146245059,2.71508895151666,109542.145080475,,,,
6646,Gambia,GMB,2021,,,,,63.222,46.0,0.513,8.76712
6755,Georgia,GEO,2000,4077131.0,71.3308898141992,12.4064252541033,117521.0,52.638,47.0,0.705,5.439415
6760,Georgia,GEO,2005,3902469.0,68.2751145946324,14.5094136281209,249131.0,53.605,61.0,0.744,4.7294464
6765,Georgia,GEO,2010,3786695.0,66.2496063543161,13.7529102527526,164446.0,55.535,69.0,0.77,3.9690247
6770,Georgia,GEO,2015,3725276.0,65.1750586094685,14.1419424262625,232263.0,57.448,71.0,0.807,3.2455902
6772,Georgia,GEO,2017,3728004.0,65.2227859617201,14.374380908966,341751.0,58.231,70.0,0.816,2.9651566
6774,Georgia,GEO,2019,3720161.0,65.0855698239966,14.7044720808539,509913.0,59.039,69.0,0.83,2.6892014
6776,Georgia,GEO,2021,3708610.0,64.8834808775675,14.9888437253115,84591.0,59.872,68.0,0.819,2.4179993
6820,Germany,DEU,2000,82211508.0,235.596813297034,16.4607313825805,57962865.0,74.965,79.0,0.897,0.0
6825,Germany,DEU,2005,82469422.0,236.464680582636,18.8586850514415,90788848.0,75.98,83.0,0.923,0.0
6830,Germany,DEU,2010,81776930.0,234.606908225034,20.5654453486144,97330734.2807591,76.966,85.0,0.936,0.0
6835,Germany,DEU,2015,81686611.0,234.152986871524,21.0533536816501,117222850.0,77.2,88.0,0.948,0.0
6837,Germany,DEU,2017,82657002.0,236.588722557747,21.2936405100178,114160685.0,77.261,88.0,0.951,0.0
6839,Germany,DEU,2019,83092962.0,237.822954291766,21.6283933065816,109633750.727,77.376,88.0,0.957,0.0
6841,Germany,DEU,2021,83196078.0,238.118085806692,22.1345373657439,33073180.0,77.544,88.0,0.958,0.0
6885,Ghana,GHA,2000,19637087.0,86.301692010196,3.14081207665882,314335.0,43.929,24.0,0.487,25.149986
6890,Ghana,GHA,2005,22449438.0,98.6615012745012,3.33811029033333,,47.308,26.0,0.515,20.32624
6895,Ghana,GHA,2010,25474995.0,111.958315021535,3.37978679445839,169030.949606142,50.713,35.0,0.558,15.716347
6900,Ghana,GHA,2015,28696068.0,126.114388678914,3.35879820466689,390457.0,54.086,44.0,0.588,11.333557
6902,Ghana,GHA,2017,30008354.0,131.88166476224,3.38515734651757,681691.0,55.407,45.0,0.594,9.646645
6904,Ghana,GHA,2019,31258945.0,137.382028101418,3.43641156155462,597343.0,56.707,46.0,0.609,7.997383
6906,Ghana,GHA,2021,32518665.0,142.918455784436,3.50669069594339,559393.0,57.985,48.0,0.618,6.3851166
6950,Gibraltar,GIB,2000,27709.0,2770.9,15.1304630264535,,100.0,,,0.0
6955,Gibraltar,GIB,2005,29163.0,2916.3,15.8194318240266,,100.0,,,0.0
6960,Gibraltar,GIB,2010,31248.0,3124.8,15.5801971326165,,100.0,,,0.0
6965,Gibraltar,GIB,2015,33193.0,3319.3,17.3292159373352,,100.0,,,0.0
6967,Gibraltar,GIB,2017,34245.0,3424.5,17.5488034574895,,100.0,,,0.0
6969,Gibraltar,GIB,2019,35494.0,3549.4,17.46069758269,,100.0,,,0.0
6971,Gibraltar,GIB,2021,36858.0,3685.8,17.3284317050341,,100.0,,,0.0
7018,Greece,GRC,2000,10805808.0,83.83093871218,17.0253560470145,7937434.0,72.716,69.0,0.828,0.31384277
7023,Greece,GRC,2005,10987314.0,85.2390535298681,18.324814559179,9452219.0,74.452,73.0,0.863,0.19200134
7028,Greece,GRC,2010,11121341.0,86.278828549263,19.1578896272878,10352657.531181,76.292,75.0,0.876,0.08142853
7033,Greece,GRC,2015,10820883.0,83.947889837083,21.0794802004731,11237054.0,78.046,78.0,0.888,0.0
7035,Greece,GRC,2017,10754679.0,83.4342823894492,21.6563374262051,13852857.0,78.724,79.0,0.887,0.0
7037,Greece,GRC,2019,10721582.0,83.1775174553918,22.1273853041386,16124738.33,79.388,79.0,0.896,0.0
7039,Greece,GRC,2021,10569207.0,81.9953995345229,22.8389533365326,8726345.0,80.038,77.0,0.897,7.6293945e-06
7083,Greenland,GRL,2000,56185.0,0.136886344256304,5.04816887125613,,81.6,,,0.0
7088,Greenland,GRL,2005,56935.0,0.138713607016689,5.63481681138553,,82.858,,,0.0
7093,Greenland,GRL,2010,56534.0,0.13773663052747,6.85690061733302,,84.383,,,0.0
7098,Greenland,GRL,2015,56114.0,0.136713363381654,7.71674907623927,,86.071,,,0.0
7100,Greenland,GRL,2017,56172.0,0.136854671701791,8.18337464999732,,86.574,,,0.0
